case:concept:name,concept:name,time:timestamp
3633,Validate Claim Data,2023-02-02 02:38:00
3633,Check DUI and Speeding,2023-02-02 02:44:00
3633,Check Credit Score,2023-02-02 02:45:00
3633,Review Driving History,2023-02-02 02:53:00
3633,Make Claim Decision,2023-02-02 02:53:00
3633,Evaluate Past Accidents,2023-02-02 03:09:00
3633,End Claim,2023-02-02 03:25:00
3633,Claim Approved or Rejected,2023-02-02 03:32:00
3634,Start Claim,2023-01-13 00:21:00
3634,Validate Claim Data,2023-01-13 00:24:00
3634,Review Driving History,2023-01-13 00:36:00
3634,Check Credit Score,2023-01-13 00:39:00
3634,Make Claim Decision,2023-01-13 00:39:00
3634,Evaluate Past Accidents,2023-01-13 01:01:00
3634,End Claim,2023-01-13 01:09:00
3634,Check DUI and Speeding,2023-01-13 01:11:00
3634,Claim Approved or Rejected,2023-01-13 01:17:00
3635,Start Claim,2023-01-18 22:04:00
3635,Validate Claim Data,2023-01-18 22:07:00
3635,Review Driving History,2023-01-18 22:19:00
3635,Check Credit Score,2023-01-18 22:20:00
3635,Make Claim Decision,2023-01-18 22:22:00
3635,End Claim,2023-01-18 22:28:00
3635,Evaluate Past Accidents,2023-01-18 22:44:00
3635,Check DUI and Speeding,2023-01-18 22:44:00
3635,Claim Approved or Rejected,2023-01-18 23:14:00
3636,Start Claim,2023-01-06 14:50:00
3636,Validate Claim Data,2023-01-06 14:58:00
3636,Review Driving History,2023-01-06 14:59:00
3636,Check Credit Score,2023-01-06 15:04:00
3636,Make Claim Decision,2023-01-06 15:14:00
3636,Evaluate Past Accidents,2023-01-06 15:30:00
3636,End Claim,2023-01-06 15:30:00
3636,Check DUI and Speeding,2023-01-06 15:40:00
3636,Claim Approved or Rejected,2023-01-06 15:53:00
3637,Start Claim,2023-01-25 09:21:00
3637,Validate Claim Data,2023-01-25 09:30:00
3637,Check Credit Score,2023-01-25 09:35:00
3637,Review Driving History,2023-01-25 09:42:00
3637,Evaluate Past Accidents,2023-01-25 09:45:00
3637,End Claim,2023-01-25 10:01:00
3637,Make Claim Decision,2023-01-25 10:03:00
3637,Check DUI and Speeding,2023-01-25 10:06:00
3637,Claim Approved or Rejected,2023-01-25 10:24:00
3638,Start Claim,2023-01-02 19:42:00
3638,Validate Claim Data,2023-01-02 19:47:00
3638,Review Driving History,2023-01-02 19:51:00
3638,Check Credit Score,2023-01-02 19:56:00
3638,Evaluate Past Accidents,2023-01-02 20:02:00
3638,Claim Approved or Rejected,2023-01-02 20:03:00
3638,Check DUI and Speeding,2023-01-02 20:12:00
3638,Make Claim Decision,2023-01-02 20:12:00
3638,End Claim,2023-01-02 20:38:00
3639,Start Claim,2023-01-12 12:34:00
3639,Validate Claim Data,2023-01-12 12:44:00
3639,Check Credit Score,2023-01-12 12:44:00
3639,Check DUI and Speeding,2023-01-12 12:54:00
3639,Evaluate Past Accidents,2023-01-12 12:58:00
3639,Review Driving History,2023-01-12 13:04:00
3639,End Claim,2023-01-12 13:06:00
3639,Make Claim Decision,2023-01-12 13:22:00
3639,Claim Approved or Rejected,2023-01-12 13:23:00
364,Start Claim,2023-01-28 15:52:00
364,Validate Claim Data,2023-01-28 16:01:00
364,Make Claim Decision,2023-01-28 16:10:00
364,Check Credit Score,2023-01-28 16:12:00
364,Review Driving History,2023-01-28 16:13:00
364,Evaluate Past Accidents,2023-01-28 16:16:00
364,Check DUI and Speeding,2023-01-28 16:27:00
364,End Claim,2023-01-28 16:40:00
364,Claim Approved or Rejected,2023-01-28 16:41:00
3640,Start Claim,2023-01-06 01:14:00
3640,Validate Claim Data,2023-01-06 01:22:00
3640,Evaluate Past Accidents,2023-01-06 01:30:00
3640,Check Credit Score,2023-01-06 01:34:00
3640,Review Driving History,2023-01-06 01:44:00
3640,Make Claim Decision,2023-01-06 01:50:00
3640,Check DUI and Speeding,2023-01-06 01:54:00
3640,End Claim,2023-01-06 02:02:00
3640,Claim Approved or Rejected,2023-01-06 02:24:00
3641,Start Claim,2023-01-16 11:28:00
3641,Validate Claim Data,2023-01-16 11:36:00
3641,Review Driving History,2023-01-16 11:40:00
3641,Check Credit Score,2023-01-16 11:42:00
3641,Evaluate Past Accidents,2023-01-16 11:48:00
3641,Check DUI and Speeding,2023-01-16 11:48:00
3641,End Claim,2023-01-16 11:52:00
3641,Make Claim Decision,2023-01-16 12:04:00
3641,Claim Approved or Rejected,2023-01-16 12:10:00
3642,Start Claim,2023-01-02 15:53:00
3642,Validate Claim Data,2023-01-02 16:03:00
3642,Check Credit Score,2023-01-02 16:05:00
3642,Check DUI and Speeding,2023-01-02 16:08:00
3642,Review Driving History,2023-01-02 16:11:00
3642,Evaluate Past Accidents,2023-01-02 16:13:00
3642,Make Claim Decision,2023-01-02 16:41:00
3642,End Claim,2023-01-02 16:41:00
3642,Claim Approved or Rejected,2023-01-02 16:56:00
3643,Start Claim,2023-01-15 03:38:00
3643,Validate Claim Data,2023-01-15 03:45:00
3643,Review Driving History,2023-01-15 03:47:00
3643,Check Credit Score,2023-01-15 03:52:00
3643,Evaluate Past Accidents,2023-01-15 04:14:00
3643,Make Claim Decision,2023-01-15 04:20:00
3643,Check DUI and Speeding,2023-01-15 04:23:00
3643,Claim Approved or Rejected,2023-01-15 04:34:00
3643,End Claim,2023-01-15 04:58:00
3644,Start Claim,2023-01-10 21:26:00
3644,Review Driving History,2023-01-10 21:35:00
3644,Validate Claim Data,2023-01-10 21:36:00
3644,Check Credit Score,2023-01-10 21:40:00
3644,Evaluate Past Accidents,2023-01-10 21:46:00
3644,Check DUI and Speeding,2023-01-10 22:01:00
3644,Claim Approved or Rejected,2023-01-10 22:01:00
3644,Make Claim Decision,2023-01-10 22:08:00
3644,End Claim,2023-01-10 22:38:00
3645,Start Claim,2023-01-04 10:47:00
3645,Validate Claim Data,2023-01-04 10:55:00
3645,Check Credit Score,2023-01-04 11:01:00
3645,Review Driving History,2023-01-04 11:08:00
3645,Check DUI and Speeding,2023-01-04 11:12:00
3645,Make Claim Decision,2023-01-04 11:17:00
3645,Evaluate Past Accidents,2023-01-04 11:23:00
3645,End Claim,2023-01-04 11:27:00
3645,Claim Approved or Rejected,2023-01-04 11:29:00
3646,Start Claim,2023-01-08 19:52:00
3646,Validate Claim Data,2023-01-08 19:57:00
3646,Check Credit Score,2023-01-08 20:02:00
3646,Review Driving History,2023-01-08 20:10:00
3646,Claim Approved or Rejected,2023-01-08 20:13:00
3646,Make Claim Decision,2023-01-08 20:16:00
3646,End Claim,2023-01-08 20:16:00
3646,Check DUI and Speeding,2023-01-08 20:27:00
3646,Evaluate Past Accidents,2023-01-08 20:28:00
3647,Start Claim,2023-01-22 05:26:00
3647,Validate Claim Data,2023-01-22 05:29:00
3647,Check Credit Score,2023-01-22 05:36:00
3647,Evaluate Past Accidents,2023-01-22 05:42:00
3647,Review Driving History,2023-01-22 05:44:00
3647,Make Claim Decision,2023-01-22 05:56:00
3647,Check DUI and Speeding,2023-01-22 06:01:00
3647,Claim Approved or Rejected,2023-01-22 06:01:00
3647,End Claim,2023-01-22 06:14:00
3648,Start Claim,2023-01-31 03:56:00
3648,Validate Claim Data,2023-01-31 03:59:00
3648,Check Credit Score,2023-01-31 04:10:00
3648,Review Driving History,2023-01-31 04:14:00
3648,Make Claim Decision,2023-01-31 04:20:00
3648,Evaluate Past Accidents,2023-01-31 04:28:00
3648,Check DUI and Speeding,2023-01-31 04:31:00
3648,End Claim,2023-01-31 04:36:00
3648,Claim Approved or Rejected,2023-01-31 05:06:00
3649,Start Claim,2023-01-30 00:12:00
3649,Validate Claim Data,2023-01-30 00:21:00
3649,Check Credit Score,2023-01-30 00:22:00
3649,Make Claim Decision,2023-01-30 00:30:00
3649,Check DUI and Speeding,2023-01-30 00:37:00
3649,Review Driving History,2023-01-30 00:42:00
3649,End Claim,2023-01-30 00:44:00
3649,Evaluate Past Accidents,2023-01-30 00:48:00
3649,Claim Approved or Rejected,2023-01-30 01:01:00
365,Start Claim,2023-01-30 12:06:00
365,Validate Claim Data,2023-01-30 12:10:00
365,Review Driving History,2023-01-30 12:21:00
365,Check Credit Score,2023-01-30 12:26:00
365,Evaluate Past Accidents,2023-01-30 12:26:00
365,Check DUI and Speeding,2023-01-30 12:31:00
365,Claim Approved or Rejected,2023-01-30 12:34:00
365,Make Claim Decision,2023-01-30 13:00:00
365,End Claim,2023-01-30 13:26:00
3650,Start Claim,2023-01-02 12:18:00
3650,Validate Claim Data,2023-01-02 12:24:00
3650,Check Credit Score,2023-01-02 12:34:00
3650,Review Driving History,2023-01-02 12:36:00
3650,Claim Approved or Rejected,2023-01-02 12:39:00
3650,End Claim,2023-01-02 12:42:00
3650,Check DUI and Speeding,2023-01-02 12:53:00
3650,Evaluate Past Accidents,2023-01-02 12:54:00
3650,Make Claim Decision,2023-01-02 13:06:00
3651,Start Claim,2023-01-24 07:58:00
3651,Validate Claim Data,2023-01-24 08:07:00
3651,Check Credit Score,2023-01-24 08:18:00
3651,Evaluate Past Accidents,2023-01-24 08:18:00
3651,Review Driving History,2023-01-24 08:28:00
3651,Check DUI and Speeding,2023-01-24 08:28:00
3651,Claim Approved or Rejected,2023-01-24 08:40:00
3651,Make Claim Decision,2023-01-24 08:46:00
3651,End Claim,2023-01-24 09:02:00
3652,Start Claim,2023-02-03 23:54:00
3652,Validate Claim Data,2023-02-04 00:03:00
3652,Check Credit Score,2023-02-04 00:04:00
3652,Review Driving History,2023-02-04 00:06:00
3652,Claim Approved or Rejected,2023-02-04 00:22:00
3652,Evaluate Past Accidents,2023-02-04 00:34:00
3652,Make Claim Decision,2023-02-04 00:36:00
3652,Check DUI and Speeding,2023-02-04 00:39:00
3652,End Claim,2023-02-04 00:42:00
3653,Start Claim,2023-02-03 19:35:00
3653,Validate Claim Data,2023-02-03 19:40:00
3653,Check Credit Score,2023-02-03 19:41:00
3653,Evaluate Past Accidents,2023-02-03 19:47:00
3653,Review Driving History,2023-02-03 19:59:00
3653,Claim Approved or Rejected,2023-02-03 20:10:00
3653,End Claim,2023-02-03 20:15:00
3653,Check DUI and Speeding,2023-02-03 20:20:00
3653,Make Claim Decision,2023-02-03 20:29:00
3654,Start Claim,2023-01-13 09:41:00
3654,Validate Claim Data,2023-01-13 09:51:00
3654,Check Credit Score,2023-01-13 09:51:00
3654,Evaluate Past Accidents,2023-01-13 10:01:00
3654,End Claim,2023-01-13 10:05:00
3654,Review Driving History,2023-01-13 10:11:00
3654,Check DUI and Speeding,2023-01-13 10:16:00
3654,Make Claim Decision,2023-01-13 10:23:00
3654,Claim Approved or Rejected,2023-01-13 10:23:00
3655,Start Claim,2023-01-13 01:47:00
3655,Validate Claim Data,2023-01-13 01:52:00
3655,Check Credit Score,2023-01-13 02:01:00
3655,Check DUI and Speeding,2023-01-13 02:02:00
3655,Review Driving History,2023-01-13 02:14:00
3655,Evaluate Past Accidents,2023-01-13 02:15:00
3655,Make Claim Decision,2023-01-13 02:29:00
3655,Claim Approved or Rejected,2023-01-13 02:43:00
3655,End Claim,2023-01-13 02:59:00
3656,Start Claim,2023-01-01 23:28:00
3656,Validate Claim Data,2023-01-01 23:34:00
3656,Evaluate Past Accidents,2023-01-01 23:40:00
3656,Check Credit Score,2023-01-01 23:44:00
3656,Make Claim Decision,2023-01-01 23:46:00
3656,Review Driving History,2023-01-01 23:58:00
3656,Check DUI and Speeding,2023-01-01 23:58:00
3656,Claim Approved or Rejected,2023-01-02 00:24:00
3656,End Claim,2023-01-02 00:48:00
3657,Start Claim,2023-01-31 03:00:00
3657,Validate Claim Data,2023-01-31 03:10:00
3657,Check Credit Score,2023-01-31 03:12:00
3657,Check DUI and Speeding,2023-01-31 03:20:00
3657,Claim Approved or Rejected,2023-01-31 03:21:00
3657,Review Driving History,2023-01-31 03:24:00
3657,Evaluate Past Accidents,2023-01-31 03:28:00
3657,Make Claim Decision,2023-01-31 03:48:00
3657,End Claim,2023-01-31 04:12:00
3658,Start Claim,2023-01-04 21:37:00
3658,Validate Claim Data,2023-01-04 21:47:00
3658,Evaluate Past Accidents,2023-01-04 21:49:00
3658,Check Credit Score,2023-01-04 21:57:00
3658,Review Driving History,2023-01-04 22:01:00
3658,End Claim,2023-01-04 22:09:00
3658,Make Claim Decision,2023-01-04 22:13:00
3658,Check DUI and Speeding,2023-01-04 22:17:00
3658,Claim Approved or Rejected,2023-01-04 22:47:00
3659,Start Claim,2023-01-19 10:08:00
3659,Validate Claim Data,2023-01-19 10:16:00
3659,Check Credit Score,2023-01-19 10:20:00
3659,Review Driving History,2023-01-19 10:26:00
3659,Evaluate Past Accidents,2023-01-19 10:28:00
3659,Make Claim Decision,2023-01-19 10:32:00
3659,Claim Approved or Rejected,2023-01-19 10:50:00
3659,Check DUI and Speeding,2023-01-19 10:53:00
3659,End Claim,2023-01-19 11:28:00
366,Start Claim,2023-01-09 11:55:00
366,Validate Claim Data,2023-01-09 12:04:00
366,Check Credit Score,2023-01-09 12:05:00
366,Evaluate Past Accidents,2023-01-09 12:07:00
366,Check DUI and Speeding,2023-01-09 12:10:00
366,Make Claim Decision,2023-01-09 12:19:00
366,Review Driving History,2023-01-09 12:22:00
366,Claim Approved or Rejected,2023-01-09 12:23:00
366,End Claim,2023-01-09 12:35:00
3660,Start Claim,2023-01-21 09:21:00
3660,Validate Claim Data,2023-01-21 09:29:00
3660,Check Credit Score,2023-01-21 09:31:00
3660,Make Claim Decision,2023-01-21 09:39:00
3660,Review Driving History,2023-01-21 09:48:00
3660,Check DUI and Speeding,2023-01-21 09:56:00
3660,Evaluate Past Accidents,2023-01-21 09:57:00
3660,Claim Approved or Rejected,2023-01-21 10:03:00
3660,End Claim,2023-01-21 10:25:00
3661,Start Claim,2023-01-20 06:16:00
3661,Check Credit Score,2023-01-20 06:22:00
3661,Validate Claim Data,2023-01-20 06:26:00
3661,Review Driving History,2023-01-20 06:40:00
3661,End Claim,2023-01-20 06:40:00
3661,Check DUI and Speeding,2023-01-20 06:41:00
3661,Make Claim Decision,2023-01-20 06:46:00
3661,Claim Approved or Rejected,2023-01-20 06:51:00
3661,Evaluate Past Accidents,2023-01-20 06:52:00
3662,Start Claim,2023-01-05 08:49:00
3662,Validate Claim Data,2023-01-05 08:56:00
3662,Check Credit Score,2023-01-05 08:59:00
3662,Review Driving History,2023-01-05 09:04:00
3662,Check DUI and Speeding,2023-01-05 09:19:00
3662,Evaluate Past Accidents,2023-01-05 09:21:00
3662,Make Claim Decision,2023-01-05 09:25:00
3662,Claim Approved or Rejected,2023-01-05 09:31:00
3662,End Claim,2023-01-05 09:37:00
3663,Start Claim,2023-01-11 18:21:00
3663,Validate Claim Data,2023-01-11 18:26:00
3663,Evaluate Past Accidents,2023-01-11 18:33:00
3663,Check Credit Score,2023-01-11 18:35:00
3663,Check DUI and Speeding,2023-01-11 18:41:00
3663,Review Driving History,2023-01-11 18:51:00
3663,Make Claim Decision,2023-01-11 18:51:00
3663,End Claim,2023-01-11 19:01:00
3663,Claim Approved or Rejected,2023-01-11 19:17:00
3664,Start Claim,2023-01-09 14:37:00
3664,Validate Claim Data,2023-01-09 14:40:00
3664,Check Credit Score,2023-01-09 14:47:00
3664,Evaluate Past Accidents,2023-01-09 14:53:00
3664,Review Driving History,2023-01-09 14:55:00
3664,Make Claim Decision,2023-01-09 14:55:00
3664,Check DUI and Speeding,2023-01-09 15:02:00
3664,End Claim,2023-01-09 15:41:00
3664,Claim Approved or Rejected,2023-01-09 15:47:00
3665,Start Claim,2023-01-23 18:37:00
3665,Validate Claim Data,2023-01-23 18:40:00
3665,Check Credit Score,2023-01-23 18:55:00
3665,Review Driving History,2023-01-23 18:58:00
3665,Evaluate Past Accidents,2023-01-23 19:13:00
3665,Check DUI and Speeding,2023-01-23 19:17:00
3665,End Claim,2023-01-23 19:33:00
3665,Make Claim Decision,2023-01-23 19:37:00
3665,Claim Approved or Rejected,2023-01-23 19:47:00
3666,Start Claim,2023-01-08 05:15:00
3666,Validate Claim Data,2023-01-08 05:19:00
3666,Review Driving History,2023-01-08 05:27:00
3666,Check Credit Score,2023-01-08 05:31:00
3666,Evaluate Past Accidents,2023-01-08 05:43:00
3666,Make Claim Decision,2023-01-08 05:45:00
3666,End Claim,2023-01-08 05:55:00
3666,Check DUI and Speeding,2023-01-08 06:05:00
3666,Claim Approved or Rejected,2023-01-08 06:11:00
3667,Start Claim,2023-01-10 22:41:00
3667,Check Credit Score,2023-01-10 22:47:00
3667,Validate Claim Data,2023-01-10 22:48:00
3667,Review Driving History,2023-01-10 22:50:00
3667,Evaluate Past Accidents,2023-01-10 23:13:00
3667,Check DUI and Speeding,2023-01-10 23:16:00
3667,Make Claim Decision,2023-01-10 23:23:00
3667,End Claim,2023-01-10 23:37:00
3667,Claim Approved or Rejected,2023-01-10 23:44:00
3668,Start Claim,2023-01-05 21:48:00
3668,Validate Claim Data,2023-01-05 21:52:00
3668,Review Driving History,2023-01-05 22:03:00
3668,Check Credit Score,2023-01-05 22:04:00
3668,End Claim,2023-01-05 22:12:00
3668,Evaluate Past Accidents,2023-01-05 22:16:00
3668,Make Claim Decision,2023-01-05 22:36:00
3668,Claim Approved or Rejected,2023-01-05 22:37:00
3668,Check DUI and Speeding,2023-01-05 22:38:00
3669,Start Claim,2023-01-05 11:07:00
3669,Validate Claim Data,2023-01-05 11:10:00
3669,Check DUI and Speeding,2023-01-05 11:22:00
3669,Check Credit Score,2023-01-05 11:25:00
3669,Review Driving History,2023-01-05 11:25:00
3669,Evaluate Past Accidents,2023-01-05 11:31:00
3669,Make Claim Decision,2023-01-05 12:07:00
3669,Claim Approved or Rejected,2023-01-05 12:17:00
3669,End Claim,2023-01-05 12:19:00
367,Start Claim,2023-01-14 11:37:00
367,Validate Claim Data,2023-01-14 11:41:00
367,Evaluate Past Accidents,2023-01-14 11:49:00
367,Check Credit Score,2023-01-14 11:51:00
367,Review Driving History,2023-01-14 11:52:00
367,Check DUI and Speeding,2023-01-14 12:02:00
367,Make Claim Decision,2023-01-14 12:19:00
367,Claim Approved or Rejected,2023-01-14 12:26:00
367,End Claim,2023-01-14 12:49:00
3670,Start Claim,2023-01-30 15:08:00
3670,Validate Claim Data,2023-01-30 15:16:00
3670,Check Credit Score,2023-01-30 15:18:00
3670,Make Claim Decision,2023-01-30 15:26:00
3670,Review Driving History,2023-01-30 15:38:00
3670,Evaluate Past Accidents,2023-01-30 15:40:00
3670,Check DUI and Speeding,2023-01-30 15:43:00
3670,End Claim,2023-01-30 16:04:00
3670,Claim Approved or Rejected,2023-01-30 16:18:00
3671,Start Claim,2023-01-26 16:41:00
3671,Validate Claim Data,2023-01-26 16:46:00
3671,Check Credit Score,2023-01-26 16:51:00
3671,Check DUI and Speeding,2023-01-26 17:01:00
3671,Review Driving History,2023-01-26 17:08:00
3671,Make Claim Decision,2023-01-26 17:11:00
3671,Evaluate Past Accidents,2023-01-26 17:17:00
3671,Claim Approved or Rejected,2023-01-26 17:51:00
3671,End Claim,2023-01-26 17:53:00
3672,Start Claim,2023-01-06 03:43:00
3672,Validate Claim Data,2023-01-06 03:52:00
3672,Check Credit Score,2023-01-06 03:57:00
3672,Check DUI and Speeding,2023-01-06 04:08:00
3672,Review Driving History,2023-01-06 04:13:00
3672,Evaluate Past Accidents,2023-01-06 04:23:00
3672,End Claim,2023-01-06 04:31:00
3672,Make Claim Decision,2023-01-06 04:37:00
3672,Claim Approved or Rejected,2023-01-06 04:53:00
3673,Start Claim,2023-01-23 00:36:00
3673,Check Credit Score,2023-01-23 00:44:00
3673,Validate Claim Data,2023-01-23 00:45:00
3673,Evaluate Past Accidents,2023-01-23 00:48:00
3673,Review Driving History,2023-01-23 01:03:00
3673,Claim Approved or Rejected,2023-01-23 01:11:00
3673,Check DUI and Speeding,2023-01-23 01:16:00
3673,Make Claim Decision,2023-01-23 01:18:00
3673,End Claim,2023-01-23 01:48:00
3674,Start Claim,2023-01-05 10:38:00
3674,Validate Claim Data,2023-01-05 10:46:00
3674,Evaluate Past Accidents,2023-01-05 10:54:00
3674,Check Credit Score,2023-01-05 10:58:00
3674,Review Driving History,2023-01-05 11:08:00
3674,End Claim,2023-01-05 11:10:00
3674,Check DUI and Speeding,2023-01-05 11:13:00
3674,Make Claim Decision,2023-01-05 11:20:00
3674,Claim Approved or Rejected,2023-01-05 11:48:00
3675,Start Claim,2023-02-04 03:45:00
3675,Validate Claim Data,2023-02-04 03:50:00
3675,Review Driving History,2023-02-04 04:00:00
3675,Check Credit Score,2023-02-04 04:01:00
3675,Evaluate Past Accidents,2023-02-04 04:05:00
3675,Make Claim Decision,2023-02-04 04:15:00
3675,Check DUI and Speeding,2023-02-04 04:20:00
3675,Claim Approved or Rejected,2023-02-04 04:48:00
3675,End Claim,2023-02-04 04:57:00
3676,Start Claim,2023-02-03 09:15:00
3676,Validate Claim Data,2023-02-03 09:22:00
3676,Evaluate Past Accidents,2023-02-03 09:31:00
3676,Check Credit Score,2023-02-03 09:33:00
3676,Review Driving History,2023-02-03 09:42:00
3676,End Claim,2023-02-03 09:47:00
3676,Make Claim Decision,2023-02-03 09:57:00
3676,Check DUI and Speeding,2023-02-03 10:05:00
3676,Claim Approved or Rejected,2023-02-03 10:25:00
3677,Start Claim,2023-01-04 09:37:00
3677,Validate Claim Data,2023-01-04 09:40:00
3677,Check Credit Score,2023-01-04 09:43:00
3677,Make Claim Decision,2023-01-04 09:55:00
3677,Evaluate Past Accidents,2023-01-04 09:57:00
3677,Claim Approved or Rejected,2023-01-04 09:58:00
3677,Review Driving History,2023-01-04 10:01:00
3677,Check DUI and Speeding,2023-01-04 10:02:00
3677,End Claim,2023-01-04 10:33:00
3678,Start Claim,2023-01-04 18:09:00
3678,Validate Claim Data,2023-01-04 18:14:00
3678,Check Credit Score,2023-01-04 18:15:00
3678,Evaluate Past Accidents,2023-01-04 18:25:00
3678,Review Driving History,2023-01-04 18:33:00
3678,End Claim,2023-01-04 18:49:00
3678,Claim Approved or Rejected,2023-01-04 18:58:00
3678,Check DUI and Speeding,2023-01-04 18:59:00
3678,Make Claim Decision,2023-01-04 19:09:00
3679,Start Claim,2023-01-07 06:17:00
3679,Validate Claim Data,2023-01-07 06:24:00
3679,Check Credit Score,2023-01-07 06:27:00
3679,Review Driving History,2023-01-07 06:38:00
3679,Evaluate Past Accidents,2023-01-07 06:49:00
3679,Claim Approved or Rejected,2023-01-07 06:52:00
3679,Check DUI and Speeding,2023-01-07 06:57:00
3679,Make Claim Decision,2023-01-07 07:17:00
3679,End Claim,2023-01-07 07:29:00
368,Start Claim,2023-01-03 03:57:00
368,Validate Claim Data,2023-01-03 04:01:00
368,Check Credit Score,2023-01-03 04:05:00
368,Review Driving History,2023-01-03 04:21:00
368,Evaluate Past Accidents,2023-01-03 04:21:00
368,End Claim,2023-01-03 04:29:00
368,Claim Approved or Rejected,2023-01-03 04:32:00
368,Make Claim Decision,2023-01-03 04:33:00
368,Check DUI and Speeding,2023-01-03 04:37:00
3680,Start Claim,2023-01-21 01:32:00
3680,Validate Claim Data,2023-01-21 01:42:00
3680,Review Driving History,2023-01-21 01:44:00
3680,Check Credit Score,2023-01-21 01:46:00
3680,Evaluate Past Accidents,2023-01-21 01:48:00
3680,Check DUI and Speeding,2023-01-21 01:52:00
3680,End Claim,2023-01-21 01:56:00
3680,Make Claim Decision,2023-01-21 02:26:00
3680,Claim Approved or Rejected,2023-01-21 02:42:00
3681,Start Claim,2023-01-31 20:57:00
3681,Validate Claim Data,2023-01-31 21:06:00
3681,Check Credit Score,2023-01-31 21:09:00
3681,Review Driving History,2023-01-31 21:18:00
3681,Make Claim Decision,2023-01-31 21:21:00
3681,Claim Approved or Rejected,2023-01-31 21:32:00
3681,Evaluate Past Accidents,2023-01-31 21:33:00
3681,Check DUI and Speeding,2023-01-31 21:47:00
3681,End Claim,2023-01-31 22:09:00
3682,Start Claim,2023-01-02 14:24:00
3682,Validate Claim Data,2023-01-02 14:29:00
3682,Check Credit Score,2023-01-02 14:32:00
3682,Check DUI and Speeding,2023-01-02 14:44:00
3682,Claim Approved or Rejected,2023-01-02 14:45:00
3682,Evaluate Past Accidents,2023-01-02 14:48:00
3682,Make Claim Decision,2023-01-02 14:48:00
3682,Review Driving History,2023-01-02 14:54:00
3682,End Claim,2023-01-02 15:20:00
3683,Start Claim,2023-01-28 16:22:00
3683,Validate Claim Data,2023-01-28 16:32:00
3683,Check Credit Score,2023-01-28 16:36:00
3683,Evaluate Past Accidents,2023-01-28 16:42:00
3683,Review Driving History,2023-01-28 16:43:00
3683,Make Claim Decision,2023-01-28 16:58:00
3683,End Claim,2023-01-28 17:02:00
3683,Check DUI and Speeding,2023-01-28 17:07:00
3683,Claim Approved or Rejected,2023-01-28 17:32:00
3684,Start Claim,2023-01-06 18:12:00
3684,Validate Claim Data,2023-01-06 18:21:00
3684,Evaluate Past Accidents,2023-01-06 18:24:00
3684,Check Credit Score,2023-01-06 18:26:00
3684,Check DUI and Speeding,2023-01-06 18:32:00
3684,Review Driving History,2023-01-06 18:39:00
3684,End Claim,2023-01-06 19:08:00
3684,Make Claim Decision,2023-01-06 19:12:00
3684,Claim Approved or Rejected,2023-01-06 19:15:00
3685,Start Claim,2023-01-16 19:07:00
3685,Validate Claim Data,2023-01-16 19:10:00
3685,Review Driving History,2023-01-16 19:16:00
3685,Check Credit Score,2023-01-16 19:21:00
3685,Make Claim Decision,2023-01-16 19:31:00
3685,Claim Approved or Rejected,2023-01-16 19:35:00
3685,Check DUI and Speeding,2023-01-16 19:37:00
3685,Evaluate Past Accidents,2023-01-16 19:39:00
3685,End Claim,2023-01-16 19:47:00
3686,Start Claim,2023-01-31 08:06:00
3686,Validate Claim Data,2023-01-31 08:14:00
3686,Review Driving History,2023-01-31 08:18:00
3686,Check DUI and Speeding,2023-01-31 08:21:00
3686,Evaluate Past Accidents,2023-01-31 08:22:00
3686,Make Claim Decision,2023-01-31 08:24:00
3686,Check Credit Score,2023-01-31 08:26:00
3686,End Claim,2023-01-31 08:54:00
3686,Claim Approved or Rejected,2023-01-31 08:55:00
3687,Start Claim,2023-01-13 09:58:00
3687,Validate Claim Data,2023-01-13 10:06:00
3687,Check Credit Score,2023-01-13 10:12:00
3687,Check DUI and Speeding,2023-01-13 10:13:00
3687,Evaluate Past Accidents,2023-01-13 10:18:00
3687,Make Claim Decision,2023-01-13 10:22:00
3687,End Claim,2023-01-13 10:22:00
3687,Review Driving History,2023-01-13 10:28:00
3687,Claim Approved or Rejected,2023-01-13 10:47:00
3688,Start Claim,2023-01-12 12:28:00
3688,Validate Claim Data,2023-01-12 12:35:00
3688,Review Driving History,2023-01-12 12:37:00
3688,Check Credit Score,2023-01-12 12:42:00
3688,Check DUI and Speeding,2023-01-12 12:48:00
3688,Make Claim Decision,2023-01-12 12:52:00
3688,Evaluate Past Accidents,2023-01-12 13:00:00
3688,Claim Approved or Rejected,2023-01-12 13:03:00
3688,End Claim,2023-01-12 13:08:00
3689,Start Claim,2023-01-13 17:30:00
3689,Validate Claim Data,2023-01-13 17:38:00
3689,Review Driving History,2023-01-13 17:42:00
3689,Check Credit Score,2023-01-13 17:46:00
3689,Check DUI and Speeding,2023-01-13 18:00:00
3689,Evaluate Past Accidents,2023-01-13 18:02:00
3689,Make Claim Decision,2023-01-13 18:06:00
3689,Claim Approved or Rejected,2023-01-13 18:33:00
3689,End Claim,2023-01-13 18:50:00
369,Start Claim,2023-01-05 20:00:00
369,Validate Claim Data,2023-01-05 20:09:00
369,Review Driving History,2023-01-05 20:12:00
369,Check Credit Score,2023-01-05 20:16:00
369,Check DUI and Speeding,2023-01-05 20:35:00
369,Claim Approved or Rejected,2023-01-05 20:35:00
369,Evaluate Past Accidents,2023-01-05 20:40:00
369,Make Claim Decision,2023-01-05 20:42:00
369,End Claim,2023-01-05 21:12:00
